关键词,页码,序号,书名,score
老年人 书籍,3,23,人体经络穴位使用全书 中医养生 推拿按摩技法手法大全 快速找穴位 儿童中老年人男女性健康手册经络疗法,19.266666666666666
老年人 书籍,3,24,中老年养生保健百问,16.858333333333327
老年人 书籍,3,25,脑卒中患者的健康管理任海燕中老年人常见病脑卒中诊疗护理参考书饮食调养运动康复指南 脑梗死中风溢血脑出血治疗 保健养生 H,14.449999999999994
老年人 书籍,3,26,中老年常见病防治策略,12.04166666666666
老年人 书籍,3,27,【大字版】中老年人最爱的歌新歌+老歌大全集简谱歌曲书 流行歌曲简谱书 歌谱歌本歌词书 经典老红歌歌曲大全集 音乐歌曲大全,9.63333333333333
老年人 书籍,3,28,2025中国地图集(大字版)老年人适用 中国地图册了解研究我国基本国情、省情和国家地理知识实用,7.224999999999997
老年人 书籍,3,29,中老年人身体功能训练指南 第2版 中老年人健身功能性训练健身,4.816666666666665
老年人 书籍,3,30,老年人饮食营养一本通-301医院营养专家,2.4083333333333323
老年人 书籍,4,1,中国营养学会编著婴幼学龄儿童少年成人饮食营养减肥食谱食疗公共注册营养师考试教材 中国居民膳食,61.412499999999994
老年人 书籍,4,2,经典译林珍藏礼盒版第一辑全套27册钢铁是怎样炼成的海底两万里红楼梦西游记水浒传镜花缘简爱名人传昆虫记三国演义儒林外史聊斋志异朝花夕拾骆,59.36541666666666
老年人 书籍,4,3,301医院营养专家--老年人饮食营养一本通,57.31833333333333
老年人 书籍,4,4,世界名著文学诗歌戏剧小说书籍 后浪正版现货,55.271249999999995
老年人 书籍,4,5,张爱玲作品【全集16册】倾城之恋/红玫瑰与白玫瑰/怨女/半生缘/小团圆/流言/华丽缘/重访边城/红楼梦魇/海上花开/海上花落/六月新娘/一曲难忘/老人,53.22416666666666
老年人 书籍,4,6,女性身体的秘密：更年期健康与幸福全书LF,51.17708333333333
老年人 书籍,4,7,父母懂营养儿女更安心 老年人合理膳食 守护父母健康系列 人民卫生出版社 刘英华 怎么吃才对 正确认识保健品的功效,49.129999999999995
老年人 书籍,4,8,中老年人必知的365个养生法（大字插图超值版）中老年人适看的养生宝典 养生知识 疾病预防方法大全教程,47.082916666666655
老年人 书籍,4,9,洗澡之后 （杨绛新作，百岁老人依旧耕笔不辍，经典之作《洗澡》续篇）,45.035833333333336
老年人 书籍,4,10,老年学百科全书——年龄、老龄化和老年人,42.988749999999996
老年人 书籍,4,11,都城纪胜·西湖老人繁胜录,40.94166666666667
老年人 书籍,4,12,【现货速发】营养治病一本全 中老年人食物营养学健康养生食谱四季养生日常疾病养生知识读本 家庭营养健康养生医学,38.89458333333333
老年人 书籍,4,13,想带你看看失智症病人的世界,36.8475
老年人 书籍,4,14,名侦探柯南探案系列（1-20共20）云霄飞车谜案/奇怪的寻人事件/重塔的传说/18鸟取县蜘蛛之家的怪事/19神秘老人失踪事件蓝色古堡探案事件/20与黑衣组,34.80041666666666
老年人 书籍,4,15,养老护理员 基础知识+初中高技能 新版 图书,32.75333333333333
老年人 书籍,4,16,原版正版增删卜易卜筮正宗3册六爻经典全野鹤老人/孙正治周易l四柱预测学初学入门大全,30.706249999999997
老年人 书籍,4,17,来川英文原著分级阅读·伊索寓言 经典寓言故事英文版 上英下汉 不查单词读原著 小学生初中课外英语读物儿童兴趣课外书 赠音频 10本：伊索童,28.659166666666664
老年人 书籍,4,18,老年社会工作理论与实务 第二2版 21世纪高等院校智慧健康养老服务与管理专业规划教材 赵学慧 北京大学出版社 9787301346563 社会科学,26.61208333333333
老年人 书籍,4,19,老年生活健康的那些事 图书,24.564999999999998
老年人 书籍,4,20,照顾爸妈 这样做才安心 图书,22.517916666666668
老年人 书籍,4,21,藏园老人手稿（全16册 原装箱 共2箱）中华书局,20.470833333333335
老年人 书籍,4,22,老年人能力评估师（三级二级一级）（基础知识）能力评估师（2023年版）国家职业技能等级认定培训考试教材——合编版 【2册】（基础知识+,18.423750000000002
老年人 书籍,4,23,失智老人照护师,16.37666666666667
老年人 书籍,4,24,完整版增删卜易上下册 卜筮正宗 野鹤老人原著原版白话注释 周易风水学入门基础图解六爻摇铜钱预测学 中医古籍出版社,14.329583333333328
老年人 书籍,4,25,潔古老人注王叔和脉訣（校點本） 2024年7月参考书,12.282499999999995
老年人 书籍,4,26,全3册 食养食补食疗大全书+食到病除+四季养生正版中医家庭药膳健康饮食养生营养学食谱一日三餐书简单菜谱百病食疗 谱百病食疗,10.235416666666664
老年人 书籍,4,27,【全新正版/京东自营】更好更年期 北京协和医院妇产科主任医师陈蓉 24年临床经验总结 中老年女性 养生防病必备,8.18833333333333
老年人 书籍,4,28,中国居民膳食指南2022版儿童膳食指南人民卫生出版社中国营养学会2023婴幼学龄少年饮食营养食谱食疗2024适用 营养与疾病 医学减重管理手册,6.141249999999998
老年人 书籍,4,29,不生病的智慧马悦凌著气血养生真法中老年人家庭保健知识 不生病的智慧马....,4.094166666666665
老年人 书籍,4,30,【现货速发】家常菜里的降血糖小偏方 小动作大健康适合老人看的书只有医生知道的营养学告诉您得了糖尿病就该这么吃让糖尿病患者吃好每天3顿饭,2.0470833333333327
老年人 书籍,5,1,301医院营养专家 抗癌防癌饮食一本通 癌症饮食 营养科医生给关注健康人士及癌症患者日常饮食和营养中老年人,52.20062499999999
老年人 书籍,5,2,让父母身体安康儿女放心的饮食调养书·一家人的小食方丛书 余瀛鳌 著 中国中医药出版社,50.460604166666656
老年人 书籍,5,3,尼尔斯骑鹅旅行记 老人与海 可爱的中国 汤姆索亚历险记 整本书分级大阅读课程丛书 赠新阅读手册 六年级下册 六年级2025春季4本套装,48.72058333333332
老年人 书籍,5,4,【二手9成新】贵州文化老人丛书：辑（洁园集；且闿遗稿；梧山遗稿），第二辑（读史集稿；中国古地名揽胜）,46.98056249999999
老年人 书籍,5,5,全4册 中华养生秘笈 饮食营养与健康百科 营养学健身饮食大全 适合老人看的书,45.24054166666666
老年人 书籍,5,6,老人春秋（2023年.全年24本合售） 老人春秋杂志社二手书,43.500520833333326
老年人 书籍,5,7,正版 佛法修证心要上下册 元音老人文集 宗教文化出版社 无颜色 无规格,41.76049999999999
老年人 书籍,5,8,观心法要 徐恒志老人著述 内部学习资料 稀缺法本全新现货,40.020479166666654
老年人 书籍,5,9,全面系统地论述了老年人群如何做好自我健康管理 人民卫生出版社 新华文轩旗舰店 图书,38.28045833333333
老年人 书籍,5,10,食疗养生书籍 中医中老年人预防糖尿病治疗高血脂高血压食补药膳学营养 食谱 食疗养生 【3册】中医食养方 无规格,36.54043749999999
老年人 书籍,5,11,饮食决定长寿：“挑”食造就百岁老人 健康生活研究组 主编 新世界出版社【正版书】,34.80041666666666
老年人 书籍,5,12,正版古筮真诠 上下册 总论篇+易理篇 康节说易 邵雍(宋) 撰 野鹤老人(清) 编 朱辰彬白话解读 学林出版社中国摇钱古卜讲义 全套,33.060395833333324
老年人 书籍,5,13,2025新驾考速成班70岁老年人专用三力测试速成技巧C1C2C3A1A2B1B2 苹果手机使用（全套）,31.32037499999999
老年人 书籍,5,14,京氏易精粹全5册 黄金策周易尚占海底眼野鹤老人占卜全书易隐易冒,29.58035416666666
老年人 书籍,5,15,中老年人必知的365个养生法：大字插图超值版 中老年人养生宝典,27.840333333333326
老年人 书籍,5,16,百岁活法 田同生著实践版超越百岁 每一天以健康的状态积极快乐地轻断食空腹内脏脂肪营养控糖健康管理延长健康年龄践行长寿人生,26.100312499999994
老年人 书籍,5,17,协和医院专家教你吃对不生病 糖尿病吃什么宜忌速查 中老年人高血压高血糖食疗食谱教糖尿病人吃的菜谱饮食保,24.36029166666666
老年人 书籍,5,18,儿童青少年男性女性老年人居民饮食营养食谱 科学食谱养生之道四季饮食指南 中国民间菜谱 中国居民膳食指南大全 官方正版,22.62027083333333
老年人 书籍,5,19,养成一生不痴呆大脑的77个习惯（主持人赵川老师推荐，~~百万册，健康养生，日本老年精神科医生、学习之,20.880249999999997
老年人 书籍,5,20,人到老年应当怎样度过 图书,19.140229166666664
老年人 书籍,5,21,会补的老人不生病 杨力 著 中国轻工业出版社【正版书】,17.40020833333333
老年人 书籍,5,22,养老人生 新机遇，再出发 钱理群著 中信出版社图书,15.6601875
老年人 书籍,5,23,正版旧书快乐老年使用手册(晚年生活的快乐宝典，特别赠送适合的运动详解图) 大隐 著 江苏人民,13.920166666666667
老年人 书籍,5,24,好好照顾您,12.180145833333327
老年人 书籍,5,25,老年人生理结构与机能,10.440124999999995
老年人 书籍,5,26,实用老年沟通技能,8.700104166666662
老年人 书籍,5,27,铁蹄下的江南名城-：常熟老人口述日军暴行,6.96008333333333
老年人 书籍,5,28,半塘老人钤印(共2册)(精),5.220062499999997
老年人 书籍,5,29,养老护理员高级技能（视频操作版）,3.480041666666665
老年人 书籍,5,30,养老护理员中级技能（视频操作版）,1.7400208333333325
老年人 读物,1,1,新东方 老人与海(英文版) 英文原版 诺贝尔文学奖、普利策奖得主海明威代表作 含经典节选音频 全本无删减,100.0
老年人 读物,1,2,老人与海 语文阅读推荐丛书 海明威 高一语文必读中小学生阅读指导目录高中语文必读课外阅读暑期阅读学生阅读人民文学出版社,96.66666666666667
老年人 读物,1,3,喜马拉雅好声音老年陪伴机SE户外便携AI智能轻巧网络FM收音机4G语音播报多功能故事机音箱音响老人父母生日礼物,93.33333333333333
老年人 读物,1,4,老人与海 人民文学出版社 原著正版,90.0
老年人 读物,1,5,银发经济学：老龄时代的商业机会 阅读狂欢节 书香节 阅读节,86.66666666666667
老年人 读物,1,6,老人与海（中小学课外阅读 无障碍阅读）智慧熊图书,83.33333333333334
老年人 读物,1,7,正版止学全集 文中子止学王通原著 智囊+素书+老人言+王阳明+易经全集 智囊全集白话文 国学经典书籍 为人处世古代谋略书 做人的智慧 中国古代国学,80.0
老年人 读物,1,8,老人与海（新版）/经典译林（海明威代表作，著名翻译家黄源深译本）,76.66666666666666
老年人 读物,1,9,老人与海（精装）全译本全译本海明威著世界经典文学名著中小学生课外阅读狂欢节,73.33333333333334
老年人 读物,1,10,老老恒言 三全本精装无删减中华书局中华经典名著全本全注全译,70.0
老年人 读物,1,11,老人与海/爱阅读中小学儿童文学名著阅读海明威诺贝尔文学奖快乐读书吧,66.66666666666667
老年人 读物,1,12,全20册世界二十大名著全套正版原著瓦尔登湖童年钢铁是怎样炼成的简爱海底两万里汤姆索亚历险记老人与海鲁滨逊漂流记世界名著青少年中课外,63.33333333333333
老年人 读物,1,13,【2册】老人与海+海底两万年 少儿无障碍阅读小学生三四五六年级课外阅读书籍世界经典名著故事书,60.0
老年人 读物,1,14,世界名著儿童文学老人与海鲁滨孙漂流记汤姆索亚历记童年钢铁是怎样炼成的老师推荐一二三年级课外阅读书7-8-10岁儿童 二年级课外阅读书全10,56.666666666666664
老年人 读物,1,15,老人与海英文原版 海明威原著正版 附赠词汇注解手册 扫码听音频 中小学生课外阅推荐高中必读书目英语小说 世界经典文学名著 The Old Man and the Sea,53.333333333333336
老年人 读物,1,16,老人与海英文版书籍 英文原版小说 附赠词汇注解手册 扫码听音频 全英文版畅销小说阅读 世界经典文学名著,50.0
老年人 读物,1,17,世界名著小说全10册老人与海假如给我三天光明名人传二三年级课外阅读必读书籍7-10岁注音版儿童一二三四年级小学生课外书籍儿童文学阅,46.666666666666664
